CAMPUS,CACKDTL,CAMPNAME,CFLCHART,CNTYNAME,COUNTY,C_RATING,DISTNAME,GRDSPAN,GRDTYPE,PAIRCAMP,PAIRNAME,REGION
'025902101,EW,COGGIN EL,N,BROWN,'025,R,BROWNWOOD ISD,'04 - 04,E,,,'15
'025902109,EM,EAST EL,N,BROWN,'025,E,BROWNWOOD ISD,'PK - 03,E,,,'15
'025902106,EM,NORTHWEST EL,N,BROWN,'025,E,BROWNWOOD ISD,'PK - 03,E,,,'15
'025902107,EM,WOODLAND HEIGHTS EL,N,BROWN,'025,E,BROWNWOOD ISD,'EE - 03,E,,,'15
'161919198,,B-E ACHIEVEMENT CTR,N,MCLENNAN,'161,X,BRUCEVILLE-EDDY ISD,'08 - 12,S,,,'12
'161919101,E,BRUCEVILLE-EDDY EL,N,MCLENNAN,'161,E,BRUCEVILLE-EDDY ISD,'EE - 03,E,,,'12
'161919001,TRS,BRUCEVILLE-EDDY H S,N,MCLENNAN,'161,R,BRUCEVILLE-EDDY ISD,'10 - 12,S,,,'12
'161919041,W,BRUCEVILLE-EDDY MIDDLE,N,MCLENNAN,'161,A,BRUCEVILLE-EDDY ISD,'07 - 09,M,,,'12
'161919042,,NEW INTERMEDIATE,N,MCLENNAN,'161,A,BRUCEVILLE-EDDY ISD,'04 - 06,E,,,'12
'161919002,,OPPORTUNITY LEARNING CTR,N,MCLENNAN,'161,P,BRUCEVILLE-EDDY ISD,'11 - 12,S,,,'12
'021902011,,ACE CAMPUS,N,BRAZOS,'021,P,BRYAN ISD,'09 - 12,S,,,'06
'021902117,EWMN,ALTON BOWEN ELEMENTARY,N,BRAZOS,'021,R,BRYAN ISD,'KG - 05,E,,,'06
'021902115,,ANSON JONES ELEMENTARY,N,BRAZOS,'021,A,BRYAN ISD,'03 - 05,E,,,'06
'021902109,,BEN MILAM ELEMENTARY,N,BRAZOS,'021,A,BRYAN ISD,'EE - 02,E,'021902115,ANSON JONES ELEMENTARY,'06
'021902103,,BONHAM ELEMENTARY,N,BRAZOS,'021,A,BRYAN ISD,'KG - 05,E,,,'06
'021902014,,BRAZOS CO JUVENILE DETENTION CENT,N,BRAZOS,'021,X,BRYAN ISD,'06 - 11,B,,,'06
'021902015,,BRAZOS COUNTY JJAEP,N,BRAZOS,'021,X,BRYAN ISD,'09 - 10,S,,,'06
'021902001,R,BRYAN H S,N,BRAZOS,'021,A,BRYAN ISD,'09 - 12,S,,,'06
'021902116,,CARVER PRE-K CENTER,N,BRAZOS,'021,X,BRYAN ISD,'EE - PK,E,,,'06
'021902105,,CROCKETT ELEMENTARY,N,BRAZOS,'021,A,BRYAN ISD,'KG - 05,E,,,'06
'021902106,,FANNIN ELEMENTARY,N,BRAZOS,'021,A,BRYAN ISD,'KG - 05,E,,,'06
'021902016,,GRAD,N,BRAZOS,'021,P,BRYAN ISD,'09 - 12,S,,,'06
'021902107,,HENDERSON ELEMENTARY,N,BRAZOS,'021,A,BRYAN ISD,'EE - 05,E,,,'06
'021902045,,JANE LONG,N,BRAZOS,'021,A,BRYAN ISD,'06 - 08,M,,,'06
'021902108,AWM,JOHNSON ELEMENTARY,N,BRAZOS,'021,R,BRYAN ISD,'KG - 05,E,,,'06
'021902101,,KEMP ELEMENTARY,N,BRAZOS,'021,A,BRYAN ISD,'KG - 05,E,,,'06
'021902114,,MARY BRANCH ELEMENTARY,N,BRAZOS,'021,A,BRYAN ISD,'KG - 05,E,,,'06
'021902119,,MITCHELL ELEMENTARY,N,BRAZOS,'021,A,BRYAN ISD,'KG - 05,E,,,'06
'021902113,,NAVARRO ELEMENTARY,N,BRAZOS,'021,A,BRYAN ISD,'KG - 05,E,,,'06
'021902118,AE,NEAL ELEMENTARY,N,BRAZOS,'021,R,BRYAN ISD,'KG - 05,E,,,'06
'021902112,EWN,SAM HOUSTON ELEMENTARY,N,BRAZOS,'021,R,BRYAN ISD,'KG - 05,E,,,'06
'021902046,,SAM RAYBURN,N,BRAZOS,'021,A,BRYAN ISD,'06 - 08,M,,,'06
'021902012,,SPECIAL OPPORTUNITY SCHOOL,N,BRAZOS,'021,X,BRYAN ISD,'06 - 11,B,,,'06
'021902041,,STEPHEN F AUSTIN,N,BRAZOS,'021,A,BRYAN ISD,'06 - 08,M,,,'06
'021902110,WN,SUL ROSS ELEMENTARY,N,BRAZOS,'021,A,BRYAN ISD,'KG - 05,E,,,'06
'119901001,R,BRYSON SCHOOL,N,JACK,'119,R,BRYSON ISD,'EE - 12,B,,,'09
'166907001,AR,BUCKHOLTS SCHOOL,N,MILAM,'166,A,BUCKHOLTS ISD,'PK - 12,B,,,'06
'186901001,ARWNS,BUENA VISTA SCHOOL,N,PECOS,'186,R,BUENA VISTA ISD,'PK - 12,B,,,'18
'145901102,,BUFFALO EL,N,LEON,'145,A,BUFFALO ISD,'PK - 05,E,,,'06
'145901002,,BUFFALO H S,N,LEON,'145,A,BUFFALO ISD,'09 - 12,S,,,'06
'145901041,A,BUFFALO MIDDLE,N,LEON,'145,A,BUFFALO ISD,'06 - 08,M,,,'06
'212902101,E,BULLARD ES,N,SMITH,'212,R,BULLARD ISD,'EE - 05,E,,,'07
'212902001,RS,BULLARD H S,N,SMITH,'212,A,BULLARD ISD,'09 - 12,S,,,'07
'212902102,,BULLARD INTERMEDIATE,N,SMITH,'212,A,BULLARD ISD,'03 - 05,E,,,'07
'212902041,W,BULLARD MS,N,SMITH,'212,A,BULLARD ISD,'06 - 08,M,,,'07
'212902002,,BULLARD SPECIAL EDUCATION,N,SMITH,'212,X,BULLARD ISD,'12 - 12,S,,,'07
'121903101,E,BUNA EL,N,JASPER,'121,R,BUNA ISD,'EE - 05,E,,,'05
'121903001,R,BUNA H S,N,JASPER,'121,A,BUNA ISD,'09 - 12,S,,,'05
'121903041,,BUNA J H,N,JASPER,'121,A,BUNA ISD,'06 - 08,M,,,'05
'243901002,,ALTER ED CTR,N,WICHITA,'243,P,BURKBURNETT ISD,'11 - 12,S,,,'09
'243901001,R,BURKBURNETT H S,N,WICHITA,'243,A,BURKBURNETT ISD,'09 - 12,S,,,'09
'243901041,EW,BURKBURNETT MIDDLE SCHOOL,N,WICHITA,'243,A,BURKBURNETT ISD,'06 - 08,M,,,'09
'243901104,EWN,I C EVANS EL,N,WICHITA,'243,R,BURKBURNETT ISD,'EE - 05,E,,,'09
'243901101,E,JOHN G HARDIN EL,N,WICHITA,'243,A,BURKBURNETT ISD,'EE - 05,E,,,'09
'243901103,EWN,JOHN G TOWER EL,N,WICHITA,'243,R,BURKBURNETT ISD,'EE - 05,E,,,'09
'176901101,W,BURKEVILLE EL,N,NEWTON,'176,A,BURKEVILLE ISD,'PK - 06,E,,,'05
'176901001,,BURKEVILLE JR-SR H S,N,NEWTON,'176,L,BURKEVILLE ISD,'07 - 12,S,,,'05
'126902108,EWM,BRANSOM ELEMENTARY,N,JOHNSON,'126,R,BURLESON ISD,'EE - 05,E,,,'11
'126902001,R,BURLESON H S,N,JOHNSON,'126,A,BURLESON ISD,'09 - 12,S,,,'11
'126902003,,CROSSROADS LEARNING CENTER,N,JOHNSON,'126,P,BURLESON ISD,'09 - 12,S,,,'11
'126902102,E,FRAZIER EL,N,JOHNSON,'126,A,BURLESON ISD,'PK - 05,E,,,'11
'126902041,,HUGHES MIDDLE SCHOOL,N,JOHNSON,'126,R,BURLESON ISD,'06 - 08,M,,,'11
'126902105,E,JACK TAYLOR EL,N,JOHNSON,'126,R,BURLESON ISD,'EE - 05,E,,,'11
'126902103,E,MOUND EL,N,JOHNSON,'126,A,BURLESON ISD,'EE - 05,E,,,'11
'126902042,W,NICK KERR MIDDLE SCHOOL,N,JOHNSON,'126,A,BURLESON ISD,'06 - 08,M,,,'11
'126902104,EM,NORWOOD EL,N,JOHNSON,'126,R,BURLESON ISD,'EE - 05,E,,,'11
'126902101,EWM,THE ACADEMY AT NOLA DUNN,N,JOHNSON,'126,R,BURLESON ISD,'KG - 05,E,,,'11
'126902107,EWM,WILLIAM STRIBLING EL,N,JOHNSON,'126,R,BURLESON ISD,'EE - 05,E,,,'11
'027903102,EWMN,BERTRAM EL,N,BURNET,'027,R,BURNET CONS ISD,'KG - 05,E,,,'13
'027903101,E,BURNET EL,N,BURNET,'027,R,BURNET CONS ISD,'EE - 03,E,,,'13
'027903001,,BURNET H S,N,BURNET,'027,A,BURNET CONS ISD,'09 - 12,S,,,'13
'027903041,,BURNET MIDDLE,N,BURNET,'027,A,BURNET CONS ISD,'06 - 08,M,,,'13
'027903003,,QUEST,N,BURNET,'027,P,BURNET CONS ISD,'09 - 12,S,,,'13
'027903104,,SHADY GROVE EL,N,BURNET,'027,R,BURNET CONS ISD,'04 - 05,E,,,'13
'071801001,AEWMN,BURNHAM WOOD CHARTER SCHOOL,Y,EL PASO,'071,E,BURNHAM WOOD CHARTER SCHOOL,'KG - 05,E,,,'19
'239903101,,BURTON EL,N,WASHINGTON,'239,R,BURTON ISD,'PK - 06,E,,,'06
'239903001,TR,BURTON H S,N,WASHINGTON,'239,A,BURTON ISD,'07 - 12,S,,,'06
'188904101,EWM,BUSHLAND EL,N,POTTER,'188,E,BUSHLAND ISD,'EE - 04,E,,,'16
'188904041,WNS,BUSHLAND MIDDLE,N,POTTER,'188,R,BUSHLAND ISD,'05 - 08,M,,,'16
'039901001,ARW,BYERS SCHOOL,N,CLAY,'039,R,BYERS ISD,'KG - 12,B,,,'09
'109902001,ATEWS,BYNUM SCHOOL,N,HILL,'109,R,BYNUM ISD,'PK - 12,B,,,'12
'116901101,EWMN,CADDO MILLS EL,N,HUNT,'116,R,CADDO MILLS ISD,'EE - 06,E,,,'10
'116901001,AR,CADDO MILLS H S,N,HUNT,'116,R,CADDO MILLS ISD,'09 - 12,S,,,'10
'116901041,AEWS,CADDO MILLS MIDDLE,N,HUNT,'116,R,CADDO MILLS ISD,'07 - 08,M,,,'10
'178903104,EM,CALALLEN EAST PRIMARY,N,NUECES,'178,E,CALALLEN ISD,'KG - 03,E,,,'02
'178903001,,CALALLEN HIGH SCHOOL,N,NUECES,'178,A,CALALLEN ISD,'09 - 12,S,,,'02
'178903041,EWS,CALALLEN MIDDLE SCHOOL,N,NUECES,'178,R,CALALLEN ISD,'06 - 08,M,,,'02
'178903105,E,CALALLEN WOOD RIVER PRIMARY,N,NUECES,'178,R,CALALLEN ISD,'EE - 03,E,,,'02
'178903103,,MAGEE EL,N,NUECES,'178,A,CALALLEN ISD,'EE - 05,E,,,'02
'026901101,,CALDWELL EL,N,BURLESON,'026,A,CALDWELL ISD,'EE - 02,E,'026901042,CALDWELL INT,'06
'026901001,,CALDWELL H S,N,BURLESON,'026,A,CALDWELL ISD,'09 - 12,S,,,'06
'026901042,,CALDWELL INT,N,BURLESON,'026,A,CALDWELL ISD,'03 - 05,E,,,'06
'026901041,,CALDWELL MIDDLE,N,BURLESON,'026,A,CALDWELL ISD,'06 - 08,M,,,'06
'029901001,R,CALHOUN H S,N,CALHOUN,'029,A,CALHOUN CO ISD,'09 - 12,S,,,'03
'029901101,W,HARRISON/JEFFERSON/MADISON COMPLE,N,CALHOUN,'029,A,CALHOUN CO ISD,'EE - 05,E,,,'03
'029901003,,HOPE H S,N,CALHOUN,'029,P,CALHOUN CO ISD,'09 - 12,S,,,'03
'029901004,,J J A E P,N,CALHOUN,'029,X,CALHOUN CO ISD,'08 - 12,S,,,'03
'029901102,EW,JACKSON/ROOSEVELT COMPLEX,N,CALHOUN,'029,R,CALHOUN CO ISD,'PK - 05,E,,,'03
'029901104,EWM,POINT COMFORT EL,N,CALHOUN,'029,E,CALHOUN CO ISD,'KG - 05,E,,,'03
'029901105,EWMN,PORT O CONNOR EL,N,CALHOUN,'029,E,CALHOUN CO ISD,'PK - 06,E,,,'03
'029901107,ES,SEADRIFT SCHOOL,N,CALHOUN,'029,R,CALHOUN CO ISD,'PK - 08,E,,,'03
'029901043,W,TRAVIS MIDDLE,N,CALHOUN,'029,R,CALHOUN CO ISD,'06 - 08,M,,,'03
'049905101,EWM,CALLISBURG EL,N,COOKE,'049,A,CALLISBURG ISD,'PK - 06,E,,,'11
'049905001,RS,CALLISBURG H S,N,COOKE,'049,R,CALLISBURG ISD,'09 - 12,S,,,'11
'049905041,W,CALLISBURG MIDDLE SCHOOL,N,COOKE,'049,R,CALLISBURG ISD,'07 - 08,M,,,'11
'198902001,,CALVERT H S,N,ROBERTSON,'198,L,CALVERT ISD,'09 - 12,S,,,'06
'198902041,,CALVERT JUNIOR HIGH,N,ROBERTSON,'198,X,CALVERT ISD,'07 - 08,M,,,'06
'198902101,A,W D SPIGNER EL,N,ROBERTSON,'198,A,CALVERT ISD,'PK - 06,E,,,'06
'101837001,,CALVIN NELMS HIGH SCHOOL,Y,HARRIS,'101,P,CALVIN NELMS CHARTER SCHOOLS,'09 - 12,S,,,'04
'101837041,,CALVIN NELMS MIDDLE SCHOOL,Y,HARRIS,'101,X,CALVIN NELMS CHARTER SCHOOLS,'08 - 08,M,,,'04
'166901104,,BEN MILAM EL,N,MILAM,'166,A,CAMERON ISD,'PK - 02,E,'166901101,CAMERON EL,'06
'166901101,,CAMERON EL,N,MILAM,'166,A,CAMERON ISD,'03 - 08,E,,,'06
'166901041,,CAMERON JUNIOR HIGH,N,MILAM,'166,A,CAMERON ISD,'06 - 08,M,,,'06
'166901002,,YOE HIGH SCHOOL,N,MILAM,'166,A,CAMERON ISD,'09 - 12,S,,,'06
'116910101,,CAMPBELL EL,N,HUNT,'116,A,CAMPBELL ISD,'PK - 06,E,,,'10
'116910001,,CAMPBELL H S,N,HUNT,'116,R,CAMPBELL ISD,'07 - 12,S,,,'10
'106901101,MN,BAKER EL,N,HEMPHILL,'106,R,CANADIAN ISD,'04 - 06,E,,,'16
'106901103,EM,CANADIAN EL,N,HEMPHILL,'106,E,CANADIAN ISD,'EE - 03,E,,,'16
'106901001,AR,CANADIAN H S,N,HEMPHILL,'106,R,CANADIAN ISD,'09 - 12,S,,,'16
'106901041,AWS,CANADIAN MIDDLE,N,HEMPHILL,'106,R,CANADIAN ISD,'07 - 08,M,,,'16
'106901003,,CORRECTIONAL SERVICES CORP,N,HEMPHILL,'106,P,CANADIAN ISD,'07 - 12,S,,,'16
'234902101,,CANTON EL,N,VAN ZANDT,'234,R,CANTON ISD,'PK - 02,E,'234902102,CANTON INT,'10
'234902001,RS,CANTON H S,N,VAN ZANDT,'234,A,CANTON ISD,'09 - 12,S,,,'10
'234902102,EWN,CANTON INT,N,VAN ZANDT,'234,R,CANTON ISD,'03 - 05,E,,,'10
'234902041,ES,CANTON J H,N,VAN ZANDT,'234,R,CANTON ISD,'06 - 08,M,,,'10
'071907104,AW,BILL CHILDRESS EL,N,EL PASO,'071,A,CANUTILLO ISD,'PK - 06,E,,,'19
'071907001,AR,CANUTILLO H S,N,EL PASO,'071,A,CANUTILLO ISD,'09 - 12,S,,,'19
'071907041,,CANUTILLO MIDDLE,N,EL PASO,'071,A,CANUTILLO ISD,'07 - 08,M,,,'19
'071907101,AE,CANUTILLO PRI,N,EL PASO,'071,A,CANUTILLO ISD,'PK - 06,E,,,'19
'071907102,AM,DEANNA DAVENPORT EL,N,EL PASO,'071,A,CANUTILLO ISD,'PK - 06,E,,,'19
'071907103,EWM,JOSE H DAMIAN EL,N,EL PASO,'071,R,CANUTILLO ISD,'EE - 06,E,,,'19
'191901106,EWM,ARDEN ROAD ELEM,N,RANDALL,'191,E,CANYON INDEPENDENT SCHOOL DISTRICT,'KG - 04,E,,,'16
'191901001,ATR,CANYON H S,N,RANDALL,'191,R,CANYON INDEPENDENT SCHOOL DISTRICT,'09 - 12,S,,,'16
'191901041,AEWS,CANYON J H,N,RANDALL,'191,R,CANYON INDEPENDENT SCHOOL DISTRICT,'06 - 08,M,,,'16
'191901107,EWMN,CRESTVIEW ELEM,N,RANDALL,'191,R,CANYON INDEPENDENT SCHOOL DISTRICT,'KG - 05,E,,,'16
'191901101,EWM,GENE HOWE ELEM,N,RANDALL,'191,E,CANYON INDEPENDENT SCHOOL DISTRICT,'KG - 04,E,,,'16
'191901110,,GREENWAYS INTERMEDIATE,N,RANDALL,'191,A,CANYON INDEPENDENT SCHOOL DISTRICT,'05 - 06,M,,,'16
'191901105,,LAKEVIEW ELEM,N,RANDALL,'191,R,CANYON INDEPENDENT SCHOOL DISTRICT,'PK - 04,E,,,'16
'191901109,EWN,OSCAR HINGER ELEM,N,RANDALL,'191,R,CANYON INDEPENDENT SCHOOL DISTRICT,'EE - 05,E,,,'16
'191901002,PR,RANDALL H S,N,RANDALL,'191,R,CANYON INDEPENDENT SCHOOL DISTRICT,'09 - 12,S,,,'16
'191901108,EW,REX REEVES ELEM,N,RANDALL,'191,R,CANYON INDEPENDENT SCHOOL DISTRICT,'KG - 05,E,,,'16
'191901104,EWM,SUNDOWN LANE ELEM,N,RANDALL,'191,E,CANYON INDEPENDENT SCHOOL DISTRICT,'EE - 04,E,,,'16
'191901043,,WESTOVER PARK JR HIGH,N,RANDALL,'191,A,CANYON INDEPENDENT SCHOOL DISTRICT,'07 - 08,M,,,'16
'191901003,,YOUTH CTR OF HIGH PLAINS,N,RANDALL,'191,P,CANYON INDEPENDENT SCHOOL DISTRICT,'05 - 11,B,,,'16
'015810001,,CAREER PLUS LEARNING ACADEMY,Y,BEXAR,'015,L,CAREER PLUS LEARNING ACADEMY,'06 - 12,B,,,'20
'201913001,,CARLISLE SCHOOL,N,RUSK,'201,A,CARLISLE ISD,'PK - 12,B,,,'07
'064903104,A,ASHERTON ELEMENTARY,N,DIMMIT,'064,A,CARRIZO SPRINGS CONS ISD,'PK - 06,E,,,'20
'064903101,,BIG WELLS EL,N,DIMMIT,'064,A,CARRIZO SPRINGS CONS ISD,'PK - 06,E,,,'20
'064903102,E,CARRIZO SPRINGS EL,N,DIMMIT,'064,R,CARRIZO SPRINGS CONS ISD,'EE - 04,E,,,'20
'064903001,R,CARRIZO SPRINGS H S,N,DIMMIT,'064,A,CARRIZO SPRINGS CONS ISD,'09 - 12,S,,,'20
'064903041,,CARRIZO SPRINGS J H,N,DIMMIT,'064,A,CARRIZO SPRINGS CONS ISD,'07 - 08,M,,,'20
'064903103,,INTERMEDIATE ELEM,N,DIMMIT,'064,A,CARRIZO SPRINGS CONS ISD,'05 - 06,M,,,'20
'220919102,EWM,CARROLL ELEMENTARY,N,TARRANT,'220,E,CARROLL ISD,'KG - 04,E,,,'11
'220919003,AMS,CARROLL HIGH SCHOOL,N,TARRANT,'220,R,CARROLL ISD,'09 - 10,S,,,'11
'220919041,AEWMS,CARROLL MIDDLE,N,TARRANT,'220,E,CARROLL ISD,'07 - 08,M,,,'11
'220919001,ADPCTREMS,CARROLL SENIOR HIGH SCHOOL,N,TARRANT,'220,E,CARROLL ISD,'11 - 12,S,,,'11
'220919103,EWM,DON T DURHAM ELEMENTARY,N,TARRANT,'220,E,CARROLL ISD,'KG - 04,E,,,'11
'220919106,AEMN,DON T DURHAM INT,N,TARRANT,'220,R,CARROLL ISD,'05 - 06,M,,,'11
'220919108,AEMN,EUBANKS INTERMEDIATE,N,TARRANT,'220,R,CARROLL ISD,'05 - 06,M,,,'11
'220919043,AEWMS,GEORGE DAWSON MIDDLE,N,TARRANT,'220,R,CARROLL ISD,'07 - 08,M,,,'11
'220919101,AEWM,JACK D JOHNSON ELEMENTARY,N,TARRANT,'220,E,CARROLL ISD,'EE - 04,E,,,'11
'220919107,AEWM,OLD UNION ELEMENTARY,N,TARRANT,'220,E,CARROLL ISD,'KG - 04,E,,,'11
'220919104,EWM,ROBERT H ROCKENBAUGH ELEMENTARY,N,TARRANT,'220,E,CARROLL ISD,'KG - 04,E,,,'11
'057903131,A,BLAIR INTERMEDIATE,N,DALLAS,'057,A,CARROLLTON-FARMERS BRANCH ISD,'03 - 05,E,,,'10
'057903045,AEWS,BLALACK MIDDLE SCHOOL,N,DALLAS,'057,R,CARROLLTON-FARMERS BRANCH ISD,'06 - 08,M,,,'10
'057903110,AM,BLANTON ELEMENTARY,N,DALLAS,'057,A,CARROLLTON-FARMERS BRANCH ISD,'EE - 05,E,,,'10
'057903047,EW,BUSH MIDDLE SCHOOL,N,DALLAS,'057,R,CARROLLTON-FARMERS BRANCH ISD,'06 - 08,M,,,'10
'057903102,,CARROLLTON ELEMENTARY,N,DALLAS,'057,A,CARROLLTON-FARMERS BRANCH ISD,'EE - 05,E,,,'10
'057903103,,CENTRAL ELEMENTARY,N,DALLAS,'057,A,CARROLLTON-FARMERS BRANCH ISD,'KG - 05,E,,,'10
'057903112,EWMN,COUNTRY PLACE EL,N,DALLAS,'057,E,CARROLLTON-FARMERS BRANCH ISD,'PK - 05,E,,,'10
'057903006,APR,CREEKVIEW HIGH SCHOOL,N,DALLAS,'057,A,CARROLLTON-FARMERS BRANCH ISD,'09 - 12,S,,,'10
'057903009,,DALLAS COUNTY JJAEP,N,DALLAS,'057,X,CARROLLTON-FARMERS BRANCH ISD,'06 - 12,B,,,'10
'057903113,WM,DAVIS ELEMENTARY,N,DALLAS,'057,R,CARROLLTON-FARMERS BRANCH ISD,'KG - 05,E,,,'10
'057903109,,FARMERS BRANCH EL,N,DALLAS,'057,R,CARROLLTON-FARMERS BRANCH ISD,'KG - 05,E,,,'10
'057903041,,FIELD MIDDLE SCHOOL,N,DALLAS,'057,A,CARROLLTON-FARMERS BRANCH ISD,'06 - 08,M,,,'10
'057903116,AEMN,FURNEAUX ELEMENTARY,N,DALLAS,'057,R,CARROLLTON-FARMERS BRANCH ISD,'KG - 05,E,,,'10
'057903105,EWM,GOOD EL,N,DALLAS,'057,A,CARROLLTON-FARMERS BRANCH ISD,'KG - 05,E,,,'10
'057903003,,GRIMES EDUCATION CENTER,N,DALLAS,'057,P,CARROLLTON-FARMERS BRANCH ISD,'09 - 12,S,,,'10
'057903122,AEWMN,KENT ELEMENTARY,N,DALLAS,'057,E,CARROLLTON-FARMERS BRANCH ISD,'KG - 05,E,,,'10
'057903121,WM,LANDRY ELEMENTARY,N,DALLAS,'057,R,CARROLLTON-FARMERS BRANCH ISD,'EE - 05,E,,,'10
'057903120,WN,LAS COLINAS ELEMENTARY,N,DALLAS,'057,R,CARROLLTON-FARMERS BRANCH ISD,'KG - 05,E,,,'10
'057903044,AS,LONG MIDDLE SCHOOL,N,DALLAS,'057,R,CARROLLTON-FARMERS BRANCH ISD,'06 - 08,M,,,'10
'057903114,EWN,MCCOY EL,N,DALLAS,'057,R,CARROLLTON-FARMERS BRANCH ISD,'KG - 05,E,,,'10
'057903124,EWMN,MCKAMY EL,N,DALLAS,'057,R,CARROLLTON-FARMERS BRANCH ISD,'EE - 05,E,,,'10
'057903108,E,MCLAUGHLIN EL,N,DALLAS,'057,A,CARROLLTON-FARMERS BRANCH ISD,'KG - 05,E,,,'10
'057903129,E,MCWHORTER ELEMENTARY,N,DALLAS,'057,A,CARROLLTON-FARMERS BRANCH ISD,'KG - 05,E,,,'10
'057903107,A,MONTGOMERY PRIMARY,N,DALLAS,'057,A,CARROLLTON-FARMERS BRANCH ISD,'KG - 02,E,'057903131,BLAIR INTERMEDIATE,'10
'057903042,W,PERRY MIDDLE SCHOOL,N,DALLAS,'057,A,CARROLLTON-FARMERS BRANCH ISD,'06 - 08,M,,,'10
'057903046,S,POLK MIDDLE SCHOOL,N,DALLAS,'057,A,CARROLLTON-FARMERS BRANCH ISD,'06 - 08,M,,,'10
'057903130,,PRE-KINDERGARTEN CENTER,N,DALLAS,'057,X,CARROLLTON-FARMERS BRANCH ISD,'EE - PK,E,,,'10
'057903126,EWMN,RAINWATER ELEMENTARY,N,DALLAS,'057,R,CARROLLTON-FARMERS BRANCH ISD,'KG - 05,E,,,'10
'057903007,A,RANCHVIEW HIGH SCHOOL,N,DALLAS,'057,A,CARROLLTON-FARMERS BRANCH ISD,'09 - 10,S,,,'10
'057903123,,RIVERCHASE ELE,N,DALLAS,'057,R,CARROLLTON-FARMERS BRANCH ISD,'KG - 05,E,,,'10
'057903118,AEWM,ROSEMEADE ELEMENTARY,N,DALLAS,'057,R,CARROLLTON-FARMERS BRANCH ISD,'KG - 05,E,,,'10
'057903005,,SALAZAR ALTERNATIVE EDUCATION PRO,N,DALLAS,'057,X,CARROLLTON-FARMERS BRANCH ISD,'01 - 12,B,,,'10
'057903125,,SHEFFIELD INT,N,DALLAS,'057,A,CARROLLTON-FARMERS BRANCH ISD,'03 - 05,E,,,'10
'057903119,,SHEFFIELD PRIMARY,N,DALLAS,'057,A,CARROLLTON-FARMERS BRANCH ISD,'KG - 02,E,'057903125,SHEFFIELD INT,'10
'057903002,PR,SMITH HIGH SCHOOL,N,DALLAS,'057,A,CARROLLTON-FARMERS BRANCH ISD,'09 - 12,S,,,'10
'057903106,,STARK EL,N,DALLAS,'057,A,CARROLLTON-FARMERS BRANCH ISD,'KG - 05,E,,,'10
'057903111,A,THOMPSON ELEMENTARY,N,DALLAS,'057,A,CARROLLTON-FARMERS BRANCH ISD,'KG - 05,E,,,'10
'057903001,,TURNER HIGH SCHOOL,N,DALLAS,'057,A,CARROLLTON-FARMERS BRANCH ISD,'09 - 12,S,,,'10
'183902101,,BAKER-KOONCE INT,N,PANOLA,'183,A,CARTHAGE ISD,'04 - 06,E,,,'07
'183902001,R,CARTHAGE H S,N,PANOLA,'183,A,CARTHAGE ISD,'09 - 12,S,,,'07
'183902042,,CARTHAGE J H,N,PANOLA,'183,A,CARTHAGE ISD,'07 - 08,M,,,'07
'183902104,,CARTHAGE PRI,N,PANOLA,'183,R,CARTHAGE ISD,'EE - 01,E,'183902103,LIBBY EL,'07
'183902103,,LIBBY EL,N,PANOLA,'183,R,CARTHAGE ISD,'02 - 03,E,,,'07
'220917101,,A V CATO EL,N,TARRANT,'220,A,CASTLEBERRY ISD,'04 - 05,E,,,'11
'220917102,,CASTLEBERRY EL,N,TARRANT,'220,R,CASTLEBERRY ISD,'EE - 03,E,,,'11
'220917001,R,CASTLEBERRY H S,N,TARRANT,'220,A,CASTLEBERRY ISD,'09 - 12,S,,,'11
'220917104,,JOY JAMES EL,N,TARRANT,'220,A,CASTLEBERRY ISD,'PK - 05,E,,,'11
'220917041,,MARSH MIDDLE,N,TARRANT,'220,A,CASTLEBERRY ISD,'06 - 08,M,,,'11
'220917003,,REACH H S,N,TARRANT,'220,P,CASTLEBERRY ISD,'09 - 12,S,,,'11
'220917004,,T R U C E LEARNING CTR,N,TARRANT,'220,X,CASTLEBERRY ISD,'06 - 09,M,,,'11
'220917005,,TARRANT CO J J A E P,N,TARRANT,'220,X,CASTLEBERRY ISD,'07 - 09,M,,,'11
'001902103,EWM,CAYUGA EL,N,ANDERSON,'001,R,CAYUGA ISD,'EE - 05,E,,,'07
'001902001,,CAYUGA H S,N,ANDERSON,'001,R,CAYUGA ISD,'09 - 12,S,,,'07
'001902041,AWS,CAYUGA MIDDLE,N,ANDERSON,'001,R,CAYUGA ISD,'06 - 08,M,,,'07
'014804001,,CEDAR CREST CHARTER SCHOOL,Y,BELL,'014,P,CEDAR CREST CHARTER SCHOOL,'KG - 11,B,,,'12
'057904106,,BELT LINE INT,N,DALLAS,'057,A,CEDAR HILL ISD,'05 - 06,M,,,'10
'057904101,EWM,BRAY EL,N,DALLAS,'057,E,CEDAR HILL ISD,'PK - 04,E,,,'10
'057904001,R,CEDAR HILL H S,N,DALLAS,'057,A,CEDAR HILL ISD,'09 - 12,S,,,'10
'057904104,E,HIGH POINTE EL,N,DALLAS,'057,R,CEDAR HILL ISD,'KG - 04,E,,,'10
'057904105,E,HIGHLANDS EL,N,DALLAS,'057,R,CEDAR HILL ISD,'PK - 04,E,,,'10
'057904007,,JJAEP,N,DALLAS,'057,X,CEDAR HILL ISD,'08 - 12,S,,,'10
